case_id,faa_ors,faa_asn,usgs_pr_id,t_state,t_county,t_fips,p_name,p_year,p_tnum,p_cap,t_manu,t_model,t_cap,t_hh,t_rd,t_rsa,t_ttlh,t_conf_atr,t_conf_loc,t_img_date,t_img_srce,xlong,ylat
3040087,06-022158,2011-WTW-11972-OE,11996,CA,Contra Costa County,6013,Vasco (repower),2011,34,78.2,Siemens,SWT-2.3-101,2300,80,101,8011.85,130.5,3,3,1/1/2012,NAIP,-121.66259,37.792896
3041660,06-022037,2011-WTW-9889-OE,11985,CA,Contra Costa County,6013,Vasco (repower),2011,34,78.2,Siemens,SWT-2.3-101,2300,80,101,8011.85,130.5,3,3,1/1/2012,NAIP,-121.72439,37.788593
3040049,06-022130,2011-WTW-11797-OE,11987,CA,Contra Costa County,6013,Vasco (repower),2011,34,78.2,Siemens,SWT-2.3-101,2300,80,101,8011.85,130.5,3,3,1/1/2012,NAIP,-121.67979,37.787796
3039880,06-022148,2011-WTW-10641-OE,12039,CA,Contra Costa County,6013,Vasco (repower),2011,34,78.2,Siemens,SWT-2.3-101,2300,80,101,8011.85,130.5,3,3,1/1/2012,NAIP,-121.72678,37.804794
3039928,06-022150,2011-WTW-11222-OE,12015,CA,Contra Costa County,6013,Vasco (repower),2011,34,78.2,Siemens,SWT-2.3-101,2300,80,101,8011.85,130.5,3,3,1/1/2012,NAIP,-121.70099,37.798496
3041663,06-022040,2011-WTW-9892-OE,11981,CA,Contra Costa County,6013,Vasco (repower),2011,34,78.2,Siemens,SWT-2.3-101,2300,80,101,8011.85,130.5,3,3,1/1/2012,NAIP,-121.72079,37.784393
3039930,06-022154,2011-WTW-11224-OE,11998,CA,Contra Costa County,6013,Vasco (repower),2011,34,78.2,Siemens,SWT-2.3-101,2300,80,101,8011.85,130.5,3,3,1/1/2012,NAIP,-121.70509,37.794094
3041661,06-022038,2011-WTW-9890-OE,11990,CA,Contra Costa County,6013,Vasco (repower),2011,34,78.2,Siemens,SWT-2.3-101,2300,80,101,8011.85,130.5,3,3,1/1/2012,NAIP,-121.71949,37.788895
3040029,06-022129,2011-WTW-11735-OE,7234,CA,Contra Costa County,6013,Vasco (repower),2011,34,78.2,Siemens,SWT-2.3-101,2300,80,101,8011.85,130.5,3,3,1/1/2012,NAIP,-121.68639,37.788593
3039894,06-022126,2011-WTW-10977-OE,11988,CA,Contra Costa County,6013,Vasco (repower),2011,34,78.2,Siemens,SWT-2.3-101,2300,80,101,8011.85,130.5,3,3,1/1/2012,NAIP,-121.70569,37.787994
3040050,06-022131,2011-WTW-11798-OE,11994,CA,Contra Costa County,6013,Vasco (repower),2011,34,78.2,Siemens,SWT-2.3-101,2300,80,101,8011.85,130.5,3,3,1/1/2012,NAIP,-121.67609,37.790894
3039829,06-022143,2011-WTW-10309-OE,11993,CA,Contra Costa County,6013,Vasco (repower),2011,34,78.2,Siemens,SWT-2.3-101,2300,80,101,8011.85,130.5,3,3,1/1/2012,NAIP,-121.71499,37.790394
3039895,06-022125,2011-WTW-10978-OE,11992,CA,Contra Costa County,6013,Vasco (repower),2011,34,78.2,Siemens,SWT-2.3-101,2300,80,101,8011.85,130.5,3,3,1/1/2012,NAIP,-121.70158,37.789993
3040000,06-022269,2011-WTW-11698-OE,12031,CA,Contra Costa County,6013,Vasco (repower),2011,34,78.2,Siemens,SWT-2.3-101,2300,80,101,8011.85,130.5,3,3,1/1/2012,NAIP,-121.70329,37.802696
3040028,06-022128,2011-WTW-11734-OE,11986,CA,Contra Costa County,6013,Vasco (repower),2011,34,78.2,Siemens,SWT-2.3-101,2300,80,101,8011.85,130.5,3,3,1/1/2012,NAIP,-121.69209,37.787697
3039832,06-022146,2011-WTW-10312-OE,12002,CA,Contra Costa County,6013,Vasco (repower),2011,34,78.2,Siemens,SWT-2.3-101,2300,80,101,8011.85,130.5,3,3,1/1/2012,NAIP,-121.72018,37.795895
3040086,06-022157,2011-WTW-11971-OE,11997,CA,Contra Costa County,6013,Vasco (repower),2011,34,78.2,Siemens,SWT-2.3-101,2300,80,101,8011.85,130.5,3,3,1/1/2012,NAIP,-121.66719,37.793495
3014629,06-002731,2003-AWP-2431-OE,13707,CA,San Bernardino County,6071,Victorville Wind Project,2005,1,0.75,NEG Micon,NM48,750,55,48,1809.56,78.9,3,3,missing,Bing Maps Aerial,-117.35829,34.557693
3036467,06-021151,2010-WTW-16694-OE,2605,CA,Kern County,6029,Alta I,2010,100,150,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,3,3,1/1/2012,NAIP,-118.34849,35.057297
3036495,06-020978,2010-WTW-16725-OE,2506,CA,Kern County,6029,Alta I,2010,100,150,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,3,3,1/1/2012,NAIP,-118.36729,35.036995
3041134,06-023373,2011-WTW-4965-OE,16306,CA,Riverside County,6065,Wagner,2012,2,6,Vestas,V90-3.0,3000,80,90,6361.73,125,3,3,missing,Digital Globe,-116.55559,33.907295
3041133,06-023364,2011-WTW-4964-OE,16305,CA,Riverside County,6065,Wagner,2012,2,6,Vestas,V90-3.0,3000,80,90,6361.73,125,3,3,missing,Digital Globe,-116.55559,33.908894
3036294,06-021020,2010-WTW-1578-OE,2534,CA,Kern County,6029,Alta I,2010,100,150,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,3,3,7/31/2016,Digital Globe,-118.36244,35.044006
3040605,06-023090,2011-WTW-13709-OE,12047,CA,Tehama County,6103,Walmart Red Bluff,2012,1,1.5,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-122.19389,40.111195
3048563,06-021191,2013-WTW-8504-OE,2587,CA,Kern County,6029,Alta I,2010,100,150,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,3,3,1/1/2012,NAIP,-118.36929,35.053295
3036517,06-021085,2010-WTW-16753-OE,2371,CA,Kern County,6029,Alta I,2010,100,150,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,3,3,1/1/2012,NAIP,-118.35909,35.021496
3036518,06-021079,2010-WTW-16754-OE,2375,CA,Kern County,6029,Alta I,2010,100,150,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,3,3,1/1/2012,NAIP,-118.35809,35.022095
3036483,06-021167,2010-WTW-16712-OE,2424,CA,Kern County,6029,Alta I,2010,100,150,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,3,3,1/1/2012,NAIP,-118.38679,35.027794
3036516,06-021086,2010-WTW-16752-OE,2368,CA,Kern County,6029,Alta I,2010,100,150,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,3,3,1/1/2012,NAIP,-118.36029,35.020996
3036464,06-021188,2010-WTW-16689-OE,2580,CA,Kern County,6029,Alta I,2010,100,150,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,3,3,1/1/2012,NAIP,-118.37128,35.051395
3036450,06-021112,2010-WTW-16669-OE,2568,CA,Kern County,6029,Alta I,2010,100,150,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,3,3,1/1/2012,NAIP,-118.39449,35.050095
3048574,06-020945,2013-WTW-8514-OE,2476,CA,Kern County,6029,Alta I,2010,100,150,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,3,3,1/1/2012,NAIP,-118.35419,35.034195
3036479,06-021142,2010-WTW-16708-OE,2384,CA,Kern County,6029,Alta I,2010,100,150,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,3,3,1/1/2012,NAIP,-118.39109,35.023296
3036485,06-021176,2010-WTW-16714-OE,2432,CA,Kern County,6029,Alta I,2010,100,150,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,3,3,1/1/2012,NAIP,-118.38289,35.028595
3036520,06-021109,2010-WTW-16756-OE,2385,CA,Kern County,6029,Alta I,2010,100,150,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,3,3,1/1/2012,NAIP,-118.35538,35.023594
3036490,06-021177,2010-WTW-16719-OE,2515,CA,Kern County,6029,Alta I,2010,100,150,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,3,3,1/1/2012,NAIP,-118.37531,35.038174
3048557,06-021108,2013-WTW-8499-OE,2578,CA,Kern County,6029,Alta I,2010,100,150,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,3,3,1/1/2012,NAIP,-118.37979,35.051094
3004643,missing,missing,15222,CA,Riverside County,6065,Whitewater Hill,2002,41,61.5,GE Wind,GE1.5-65,1500,65,65,3318.31,97.5,3,3,10/15/2017,Digital Globe,-116.63068,33.922989
3067649,missing,missing,15159,CA,Riverside County,6065,Whitewater Hill,2002,41,61.5,GE Wind,GE1.5-65,1500,65,65,3318.31,97.5,3,3,10/15/2017,Digital Globe,-116.62193,33.930683
3071627,missing,missing,13659,CA,Riverside County,6065,Whitewater Hill,2002,41,61.5,GE Wind,GE1.5-65,1500,65,65,3318.31,97.5,3,3,7/28/2017,Digital Globe,-116.61267,33.92786
3067789,missing,missing,15178,CA,Riverside County,6065,Whitewater Hill,2002,41,61.5,GE Wind,GE1.5-65,1500,65,65,3318.31,97.5,3,3,10/15/2017,Digital Globe,-116.62605,33.925377
3036507,06-021104,2010-WTW-16740-OE,2428,CA,Kern County,6029,Alta I,2010,100,150,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,3,3,1/1/2012,NAIP,-118.36758,35.028294
3067755,missing,missing,14825,CA,Riverside County,6065,Whitewater Hill,2002,41,61.5,GE Wind,GE1.5-65,1500,65,65,3318.31,97.5,3,3,10/15/2017,Digital Globe,-116.61619,33.931328
3005725,missing,missing,14769,CA,Riverside County,6065,Whitewater Hill,2002,41,61.5,GE Wind,GE1.5-65,1500,65,65,3318.31,97.5,3,3,10/15/2017,Digital Globe,-116.60749,33.926094
3006399,missing,missing,15157,CA,Riverside County,6065,Whitewater Hill,2002,41,61.5,GE Wind,GE1.5-65,1500,65,65,3318.31,97.5,3,3,10/15/2017,Digital Globe,-116.62029,33.927395
3067731,missing,missing,15352,CA,Riverside County,6065,Whitewater Hill,2002,41,61.5,GE Wind,GE1.5-65,1500,65,65,3318.31,97.5,3,3,10/15/2017,Digital Globe,-116.61842,33.923126
3001651,missing,missing,15349,CA,Riverside County,6065,Whitewater Hill,2002,41,61.5,GE Wind,GE1.5-65,1500,65,65,3318.31,97.5,3,3,10/15/2017,Digital Globe,-116.61839,33.922195
3006071,missing,missing,14826,CA,Riverside County,6065,Whitewater Hill,2002,41,61.5,GE Wind,GE1.5-65,1500,65,65,3318.31,97.5,3,3,10/15/2017,Digital Globe,-116.61619,33.930595
3072459,missing,missing,15229,CA,Riverside County,6065,Whitewater Hill,2002,41,61.5,GE Wind,GE1.5-65,1500,65,65,3318.31,97.5,3,3,10/15/2017,Digital Globe,-116.63163,33.925846
3067513,missing,missing,15155,CA,Riverside County,6065,Whitewater Hill,2002,41,61.5,GE Wind,GE1.5-65,1500,65,65,3318.31,97.5,3,3,10/15/2017,Digital Globe,-116.6203,33.928875
3003429,missing,missing,15309,CA,Riverside County,6065,Whitewater Hill,2002,41,61.5,GE Wind,GE1.5-65,1500,65,65,3318.31,97.5,3,3,10/15/2017,Digital Globe,-116.61568,33.925194
3004354,missing,missing,15336,CA,Riverside County,6065,Whitewater Hill,2002,41,61.5,GE Wind,GE1.5-65,1500,65,65,3318.31,97.5,3,3,10/15/2017,Digital Globe,-116.61658,33.920696
3067572,missing,missing,15174,CA,Riverside County,6065,Whitewater Hill,2002,41,61.5,GE Wind,GE1.5-65,1500,65,65,3318.31,97.5,3,3,10/15/2017,Digital Globe,-116.62796,33.928738
3071646,missing,missing,14765,CA,Riverside County,6065,Whitewater Hill,2002,41,61.5,GE Wind,GE1.5-65,1500,65,65,3318.31,97.5,3,3,10/15/2017,Digital Globe,-116.60749,33.929161
3008784,missing,missing,15338,CA,Riverside County,6065,Whitewater Hill,2002,41,61.5,GE Wind,GE1.5-65,1500,65,65,3318.31,97.5,3,3,10/15/2017,Digital Globe,-116.61658,33.919495
3002124,missing,missing,15224,CA,Riverside County,6065,Whitewater Hill,2002,41,61.5,GE Wind,GE1.5-65,1500,65,65,3318.31,97.5,3,3,10/15/2017,Digital Globe,-116.63079,33.923695
3005870,06-003131,missing,13658,CA,Riverside County,6065,Whitewater Hill,2002,41,61.5,GE Wind,GE1.5-65,1500,65,65,3318.31,97.5,3,3,10/15/2017,Digital Globe,-116.61563,33.9244
3067801,missing,missing,15176,CA,Riverside County,6065,Whitewater Hill,2002,41,61.5,GE Wind,GE1.5-65,1500,65,65,3318.31,97.5,3,3,10/15/2017,Digital Globe,-116.62753,33.927322
3067726,missing,missing,15175,CA,Riverside County,6065,Whitewater Hill,2002,41,61.5,GE Wind,GE1.5-65,1500,65,65,3318.31,97.5,3,3,10/15/2017,Digital Globe,-116.62753,33.928104
3000243,missing,missing,15308,CA,Riverside County,6065,Whitewater Hill,2002,41,61.5,GE Wind,GE1.5-65,1500,65,65,3318.31,97.5,3,3,10/15/2017,Digital Globe,-116.61581,33.925838
3001439,missing,missing,14827,CA,Riverside County,6065,Whitewater Hill,2002,41,61.5,GE Wind,GE1.5-65,1500,65,65,3318.31,97.5,3,3,10/15/2017,Digital Globe,-116.61619,33.929996
3074260,missing,missing,15395,CA,Riverside County,6065,Whitewater Hill,2002,41,61.5,GE Wind,GE1.5-65,1500,65,65,3318.31,97.5,3,3,10/15/2017,Digital Globe,-116.62308,33.921471
3003505,missing,missing,14768,CA,Riverside County,6065,Whitewater Hill,2002,41,61.5,GE Wind,GE1.5-65,1500,65,65,3318.31,97.5,3,3,10/15/2017,Digital Globe,-116.60749,33.926796
3072460,missing,missing,15230,CA,Riverside County,6065,Whitewater Hill,2002,41,61.5,GE Wind,GE1.5-65,1500,65,65,3318.31,97.5,3,3,10/15/2017,Digital Globe,-116.63183,33.926567
3071643,missing,missing,14767,CA,Riverside County,6065,Whitewater Hill,2002,41,61.5,GE Wind,GE1.5-65,1500,65,65,3318.31,97.5,3,3,10/15/2017,Digital Globe,-116.60753,33.927624
3008818,missing,missing,15394,CA,Riverside County,6065,Whitewater Hill,2002,41,61.5,GE Wind,GE1.5-65,1500,65,65,3318.31,97.5,3,3,10/15/2017,Digital Globe,-116.62309,33.922195
3067650,missing,missing,15332,CA,Riverside County,6065,Whitewater Hill,2002,41,61.5,GE Wind,GE1.5-65,1500,65,65,3318.31,97.5,3,3,10/15/2017,Digital Globe,-116.61625,33.921539
3074000,missing,missing,15183,CA,Riverside County,6065,Whitewater Hill,2002,41,61.5,GE Wind,GE1.5-65,1500,65,65,3318.31,97.5,3,3,10/15/2017,Digital Globe,-116.62605,33.924664
3067515,missing,missing,15156,CA,Riverside County,6065,Whitewater Hill,2002,41,61.5,GE Wind,GE1.5-65,1500,65,65,3318.31,97.5,3,3,10/15/2017,Digital Globe,-116.62032,33.928165
3007009,missing,missing,13657,CA,Riverside County,6065,Whitewater Hill,2002,41,61.5,GE Wind,GE1.5-65,1500,65,65,3318.31,97.5,3,3,7/28/2017,Digital Globe,-116.61269,33.927094
3074251,missing,missing,15396,CA,Riverside County,6065,Whitewater Hill,2002,41,61.5,GE Wind,GE1.5-65,1500,65,65,3318.31,97.5,3,3,10/15/2017,Digital Globe,-116.62334,33.920788
3007164,missing,missing,15226,CA,Riverside County,6065,Whitewater Hill,2002,41,61.5,GE Wind,GE1.5-65,1500,65,65,3318.31,97.5,3,3,10/15/2017,Digital Globe,-116.63099,33.924496
3072461,missing,missing,15232,CA,Riverside County,6065,Whitewater Hill,2002,41,61.5,GE Wind,GE1.5-65,1500,65,65,3318.31,97.5,3,3,10/15/2017,Digital Globe,-116.63219,33.928013
3067829,missing,missing,15177,CA,Riverside County,6065,Whitewater Hill,2002,41,61.5,GE Wind,GE1.5-65,1500,65,65,3318.31,97.5,3,3,10/15/2017,Digital Globe,-116.627,33.926266
3008663,missing,missing,15228,CA,Riverside County,6065,Whitewater Hill,2002,41,61.5,GE Wind,GE1.5-65,1500,65,65,3318.31,97.5,3,3,10/15/2017,Digital Globe,-116.63119,33.925194
3071639,missing,missing,14766,CA,Riverside County,6065,Whitewater Hill,2002,41,61.5,GE Wind,GE1.5-65,1500,65,65,3318.31,97.5,3,3,10/15/2017,Digital Globe,-116.60753,33.92836
3072462,missing,missing,15231,CA,Riverside County,6065,Whitewater Hill,2002,41,61.5,GE Wind,GE1.5-65,1500,65,65,3318.31,97.5,3,3,10/15/2017,Digital Globe,-116.63219,33.927277
3067652,missing,missing,15161,CA,Riverside County,6065,Whitewater Hill,2002,41,61.5,GE Wind,GE1.5-65,1500,65,65,3318.31,97.5,3,3,10/15/2017,Digital Globe,-116.62195,33.929901
3001824,missing,missing,15173,CA,Riverside County,6065,Whitewater Hill,2002,41,61.5,GE Wind,GE1.5-65,1500,65,65,3318.31,97.5,3,3,10/15/2017,Digital Globe,-116.62849,33.929394
3036511,06-020917,2010-WTW-16744-OE,2442,CA,Kern County,6029,Alta I,2010,100,150,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,3,3,1/1/2012,NAIP,-118.36119,35.029594
3036523,06-021184,2010-WTW-16759-OE,2407,CA,Kern County,6029,Alta I,2010,100,150,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,3,3,1/1/2012,NAIP,-118.34739,35.026096
3036456,06-021105,2010-WTW-16676-OE,2574,CA,Kern County,6029,Alta I,2010,100,150,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,3,3,1/1/2012,NAIP,-118.38099,35.050797
3048556,06-021119,2013-WTW-8498-OE,2573,CA,Kern County,6029,Alta I,2010,100,150,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,3,3,1/1/2012,NAIP,-118.39199,35.050694
3036512,06-020899,2010-WTW-16745-OE,2444,CA,Kern County,6029,Alta I,2010,100,150,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,3,3,1/1/2012,NAIP,-118.36039,35.030296
3033112,06-021103,2009-WTW-3671-OE,2434,CA,Kern County,6029,Alta I,2010,100,150,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,3,3,7/31/2016,Digital Globe,-118.36703,35.029114
3028560,06-020634,2008-WTW-3056-OE,2669,CA,Kern County,6029,Windland,2009,2,3,AAER,A-1500,1500,80,77,4656.63,118.6,3,3,1/1/2012,NAIP,-118.33449,35.090595
3028559,06-020602,2008-WTW-3055-OE,2670,CA,Kern County,6029,Windland,2009,2,3,AAER,A-1500,1500,80,77,4656.63,118.6,3,3,7/31/2016,Digital Globe,-118.33438,35.091591
3036500,06-021170,2010-WTW-16733-OE,2403,CA,Kern County,6029,Alta I,2010,100,150,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,3,3,1/1/2012,NAIP,-118.37819,35.025795
3048666,06-021813,2013-WTW-8614-OE,2589,CA,Kern County,6029,Windstar,2012,37,74,Gamesa,G80-2.0,2000,67,80,5026.55,107,3,3,1/1/2012,NAIP,-118.35879,35.054195
3036672,06-022243,2010-WTW-214-OE,2247,CA,Kern County,6029,Windstar,2012,23,46,Gamesa,G87-2.0,2000,67,87,5944.68,110.6,3,3,1/1/2012,NAIP,-118.28139,35.004093
3037195,06-022486,2010-WTW-8465-OE,2198,CA,Kern County,6029,Windstar,2012,23,46,Gamesa,G87-2.0,2000,67,87,5944.68,110.6,3,3,11/28/2017,Digital Globe,-118.29609,34.996593
3036642,06-021792,2010-WTW-200-OE,2619,CA,Kern County,6029,Windstar,2012,37,74,Gamesa,G80-2.0,2000,67,80,5026.55,107,3,3,1/1/2012,NAIP,-118.37408,35.059395
3036676,06-022253,2010-WTW-218-OE,2220,CA,Kern County,6029,Windstar,2012,23,46,Gamesa,G87-2.0,2000,67,87,5944.68,110.6,3,3,11/28/2017,Digital Globe,-118.28828,34.999794
3037099,06-021781,2010-WTW-7232-OE,2642,CA,Kern County,6029,Windstar,2012,37,74,Gamesa,G80-2.0,2000,67,80,5026.55,107,3,3,7/31/2016,Digital Globe,-118.37928,35.06366
3036598,06-021916,2010-WTW-176-OE,2499,CA,Kern County,6029,Windstar,2012,23,46,Gamesa,G87-2.0,2000,67,87,5944.68,110.6,3,3,1/1/2012,NAIP,-118.27059,35.036194
3036602,06-022241,2010-WTW-180-OE,2273,CA,Kern County,6029,Windstar,2012,23,46,Gamesa,G87-2.0,2000,67,87,5944.68,110.6,3,3,11/24/2016,Digital Globe,-118.28103,35.007767
3036669,06-021896,2010-WTW-211-OE,2402,CA,Kern County,6029,Windstar,2012,37,74,Gamesa,G80-2.0,2000,67,80,5026.55,107,3,3,1/1/2012,NAIP,-118.28109,35.025795
3036675,06-022251,2010-WTW-217-OE,2224,CA,Kern County,6029,Windstar,2012,23,46,Gamesa,G87-2.0,2000,67,87,5944.68,110.6,3,3,1/1/2012,NAIP,-118.28399,35.000195
3036613,06-021791,2010-WTW-192-OE,2640,CA,Kern County,6029,Windstar,2012,37,74,Gamesa,G80-2.0,2000,67,80,5026.55,107,3,3,1/1/2012,NAIP,-118.37419,35.063396
3036603,06-022244,2010-WTW-181-OE,2248,CA,Kern County,6029,Windstar,2012,37,74,Gamesa,G80-2.0,2000,67,80,5026.55,107,3,3,11/24/2016,Digital Globe,-118.27612,35.004063
3036600,06-021908,2010-WTW-178-OE,2401,CA,Kern County,6029,Windstar,2012,23,46,Gamesa,G87-2.0,2000,67,87,5944.68,110.6,3,3,7/31/2016,Digital Globe,-118.27071,35.025703
3037097,06-021824,2010-WTW-7230-OE,2595,CA,Kern County,6029,Windstar,2012,37,74,Gamesa,G80-2.0,2000,67,80,5026.55,107,3,3,1/1/2012,NAIP,-118.35739,35.055096
3036615,06-021786,2010-WTW-194-OE,2656,CA,Kern County,6029,Windstar,2012,37,74,Gamesa,G80-2.0,2000,67,80,5026.55,107,3,3,1/1/2012,NAIP,-118.37739,35.065697
3036663,06-021915,2010-WTW-205-OE,2479,CA,Kern County,6029,Windstar,2012,23,46,Gamesa,G87-2.0,2000,67,87,5944.68,110.6,3,3,1/1/2012,NAIP,-118.27059,35.034496
3048577,06-021780,2013-WTW-8517-OE,2655,CA,Kern County,6029,Windstar,2012,37,74,Gamesa,G80-2.0,2000,67,80,5026.55,107,3,3,1/1/2012,NAIP,-118.37929,35.065697
3036612,06-021787,2010-WTW-191-OE,2639,CA,Kern County,6029,Windstar,2012,37,74,Gamesa,G80-2.0,2000,67,80,5026.55,107,3,3,1/1/2012,NAIP,-118.37659,35.063396
3037096,06-021826,2010-WTW-7229-OE,2602,CA,Kern County,6029,Windstar,2012,37,74,Gamesa,G80-2.0,2000,67,80,5026.55,107,3,3,1/1/2012,NAIP,-118.35609,35.056595
3037193,06-022484,2010-WTW-8463-OE,2197,CA,Kern County,6029,Windstar,2012,23,46,Gamesa,G87-2.0,2000,67,87,5944.68,110.6,3,3,1/1/2012,NAIP,-118.29889,34.996494
3036607,06-021797,2010-WTW-186-OE,2616,CA,Kern County,6029,Windstar,2012,37,74,Gamesa,G80-2.0,2000,67,80,5026.55,107,3,3,11/23/2017,Digital Globe,-118.36129,35.058495
3036542,06-021818,2010-WTW-171-OE,2664,CA,Kern County,6029,Windstar,2012,37,74,Gamesa,G80-2.0,2000,67,80,5026.55,107,3,3,1/1/2012,NAIP,-118.35809,35.069496
3036606,06-021798,2010-WTW-185-OE,2604,CA,Kern County,6029,Windstar,2012,37,74,Gamesa,G80-2.0,2000,67,80,5026.55,107,3,3,1/1/2012,NAIP,-118.36129,35.056995
3036605,06-021782,2010-WTW-184-OE,2635,CA,Kern County,6029,Windstar,2012,37,74,Gamesa,G80-2.0,2000,67,80,5026.55,107,3,3,7/31/2016,Digital Globe,-118.37927,35.06229
3036610,06-021803,2010-WTW-189-OE,2644,CA,Kern County,6029,Windstar,2012,37,74,Gamesa,G80-2.0,2000,67,80,5026.55,107,3,3,1/1/2012,NAIP,-118.36069,35.064396
3036604,06-022250,2010-WTW-182-OE,2227,CA,Kern County,6029,Windstar,2012,23,46,Gamesa,G87-2.0,2000,67,87,5944.68,110.6,3,3,1/1/2012,NAIP,-118.28179,35.000294
3048575,06-021793,2013-WTW-8515-OE,2610,CA,Kern County,6029,Windstar,2012,37,74,Gamesa,G80-2.0,2000,67,80,5026.55,107,3,3,1/1/2012,NAIP,-118.37389,35.057995
3036662,06-021816,2010-WTW-204-OE,2614,CA,Kern County,6029,Windstar,2012,37,74,Gamesa,G80-2.0,2000,67,80,5026.55,107,3,3,1/1/2012,NAIP,-118.35869,35.058296
3036611,06-021812,2010-WTW-190-OE,2663,CA,Kern County,6029,Windstar,2012,37,74,Gamesa,G80-2.0,2000,67,80,5026.55,107,3,3,1/1/2012,NAIP,-118.35939,35.068596
3036616,06-021783,2010-WTW-196-OE,2630,CA,Kern County,6029,Windstar,2012,37,74,Gamesa,G80-2.0,2000,67,80,5026.55,107,3,3,1/1/2012,NAIP,-118.37929,35.060993
3036667,06-021907,2010-WTW-209-OE,2393,CA,Kern County,6029,Windstar,2012,23,46,Gamesa,G87-2.0,2000,67,87,5944.68,110.6,3,3,1/1/2012,NAIP,-118.27299,35.025295
3036668,06-021906,2010-WTW-210-OE,2404,CA,Kern County,6029,Windstar,2012,37,74,Gamesa,G80-2.0,2000,67,80,5026.55,107,3,3,7/31/2016,Digital Globe,-118.27932,35.026024
3036671,06-022242,2010-WTW-213-OE,2260,CA,Kern County,6029,Windstar,2012,23,46,Gamesa,G87-2.0,2000,67,87,5944.68,110.6,3,3,1/1/2012,NAIP,-118.28119,35.005894
3036601,06-021889,2010-WTW-179-OE,2392,CA,Kern County,6029,Windstar,2012,37,74,Gamesa,G80-2.0,2000,67,80,5026.55,107,3,3,7/31/2016,Digital Globe,-118.28593,35.02512
3037098,06-021785,2010-WTW-7231-OE,2621,CA,Kern County,6029,Windstar,2012,37,74,Gamesa,G80-2.0,2000,67,80,5026.55,107,3,3,1/1/2012,NAIP,-118.37889,35.059494
3036674,06-022249,2010-WTW-216-OE,2236,CA,Kern County,6029,Windstar,2012,23,46,Gamesa,G87-2.0,2000,67,87,5944.68,110.6,3,3,11/28/2017,Digital Globe,-118.28159,35.002193
3036677,06-022252,2010-WTW-219-OE,2221,CA,Kern County,6029,Windstar,2012,37,74,Gamesa,G80-2.0,2000,67,80,5026.55,107,3,3,1/1/2012,NAIP,-118.28619,34.999893
3036537,06-021794,2010-WTW-170-OE,2654,CA,Kern County,6029,Windstar,2012,37,74,Gamesa,G80-2.0,2000,67,80,5026.55,107,3,3,7/31/2016,Digital Globe,-118.37269,35.065659
3036471,06-021784,2010-WTW-167-OE,2612,CA,Kern County,6029,Windstar,2012,37,74,Gamesa,G80-2.0,2000,67,80,5026.55,107,3,3,1/1/2012,NAIP,-118.37919,35.058193
3036673,06-022248,2010-WTW-215-OE,2243,CA,Kern County,6029,Windstar,2012,37,74,Gamesa,G80-2.0,2000,67,80,5026.55,107,3,3,1/1/2012,NAIP,-118.27769,35.003296
3037095,06-021795,2010-WTW-7228-OE,2649,CA,Kern County,6029,Windstar,2012,37,74,Gamesa,G80-2.0,2000,67,80,5026.55,107,3,3,7/31/2016,Digital Globe,-118.36607,35.065342
3036653,06-021799,2010-WTW-201-OE,2590,CA,Kern County,6029,Windstar,2012,37,74,Gamesa,G80-2.0,2000,67,80,5026.55,107,3,3,1/1/2012,NAIP,-118.36079,35.054497
3037197,06-022498,2010-WTW-8467-OE,2201,CA,Kern County,6029,Windstar,2012,23,46,Gamesa,G87-2.0,2000,67,87,5944.68,110.6,3,3,1/1/2012,NAIP,-118.29369,34.996796
3048588,06-022254,2013-WTW-8528-OE,2219,CA,Kern County,6029,Windstar,2012,23,46,Gamesa,G87-2.0,2000,67,87,5944.68,110.6,3,3,1/1/2012,NAIP,-118.29049,34.999596
